id,name,university,domain,depts,field,dupct,url
9582,Micere Keels,University of Chicago,uchicago.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,https://humdev.uchicago.edu/directory/micere-keels
9709,Paul Wiegmann,University of Chicago,uchicago.edu,"Physics</li><li>Physics and Astronomy</li><li>Physics (Biophysics)</li><li>Plasma Physics</li><li>Applied Physics</li><li>Applied and Engineering Physics</li><li>Physics-Biophysics</li><li>Physics, Nuclear",Physics,2,http://physical-sciences.uchicago.edu/news/paul-wiegmann-robert-w-reneker-distinguished-service-professor-department-physics-james-franck
9840,Robert Michael,University of Chicago,uchicago.edu,"Public Policy and Administration</li><li>Public Policy</li><li>Health Services</li><li>Public Administration</li><li>Public Affairs</li><li>Policy, Planning and Development</li><li>Social Service Administration</li><li>Public Policy Studies</li><li>Education and Social Policy - Learning Sciences</li><li>Health Policy And Management</li><li>Social Policy to Education and Social Policy - Human Development and Social Policy</li><li>Public and International Affairs</li><li>Health Policy</li><li>Energy and Resources</li><li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,http://news.uchicago.edu/profile/robert-michael
9992,Susan G Meadow,University of Chicago,uchicago.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://news.uchicago.edu/profile/susan-goldin-meadow
10606,Margaret Rossiter,Cornell University,cornell.edu,Applied Science and Technology</li><li>Technology and Social Behavior</li><li>Human and Social Dimensions of Science and Technology</li><li>Science and Technology Studies</li><li>Technology Leadership and Innovation,Science and Technology Studies,1,http://sts.cornell.edu/people/mwr4.cfm
10979,Amy L Hall,Duke University,duke.edu,Religious Studies</li><li>Religion</li><li>Divinity</li><li>Buddhist Studies</li><li>Religion and Social Ethics,Religion,1,http://divinity.duke.edu/academics/faculty/amy-laura-hall?nopaging=1
11037,Ashok K Shetty,Duke University,duke.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://dukemagazine.duke.edu/issues/111207/depgaz13.html
11111,Carol Meyers,Duke University,duke.edu,Religious Studies</li><li>Religion</li><li>Divinity</li><li>Buddhist Studies</li><li>Religion and Social Ethics,Religion,1,http://religiousstudies.duke.edu/people?Gurl=/aas/Religion&Uil=carol&subpage=profile
11133,Charles T Clotfelter,Duke University,duke.edu,"Public Policy and Administration</li><li>Public Policy</li><li>Health Services</li><li>Public Administration</li><li>Public Affairs</li><li>Policy, Planning and Development</li><li>Social Service Administration</li><li>Public Policy Studies</li><li>Education and Social Policy - Learning Sciences</li><li>Health Policy And Management</li><li>Social Policy to Education and Social Policy - Human Development and Social Policy</li><li>Public and International Affairs</li><li>Health Policy</li><li>Energy and Resources</li><li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,http://sanford.duke.edu/people/faculty/clotfelter-charles-t
11342,Ebrahim Moosa,Duke University,duke.edu,Religious Studies</li><li>Religion</li><li>Divinity</li><li>Buddhist Studies</li><li>Religion and Social Ethics,Religion,1,http://religiousstudies.duke.edu/people?Gurl=/aas/Religion&Uil=moosa&subpage=profile
11652,Jeff Brantley,Duke University,duke.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://psychiatry.duke.edu/faculty/details/0111342
11875,Kenneth Carder,Duke University,duke.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://divinity.duke.edu/academics/faculty/kenneth-carder?nopaging=1
11996,Lynn S Lovin,Duke University,duke.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://fds.duke.edu/db/aas/Sociology/faculty/smithlov
12079,Mary Soo,Duke University,duke.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,https://radiology.duke.edu/faculty/mary-scott-soo-md/
12177,Nancy E Hill,Duke University,duke.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://psychandneuro.duke.edu/people?Uil=nancy&subpage=profile
12473,Scott N Compton,Duke University,duke.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,2,http://psychiatry.duke.edu/faculty/details/0217812
12578,Susan Eastman,Duke University,duke.edu,Religious Studies</li><li>Religion</li><li>Divinity</li><li>Buddhist Studies</li><li>Religion and Social Ethics,Religion,1,http://divinity.duke.edu/academics/faculty/susan-eastman?nopaging=1
12878,B K Pasley,Florida State University,fsu.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://www.chs.fsu.edu/Departments/Family-Child-Sciences/Faculty-Emeritus
12882,Barbara J Edwards,Florida State University,fsu.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,http://diginole.lib.fsu.edu/cgi/viewcontent.cgi?article=2037&context=etd
12973,Daniel Mcgee,Florida State University,fsu.edu,"Statistics</li><li>Statistical Science</li><li>Measurement, Statistics and Evaluation</li><li>Statistics and Applied Probability</li><li>Biostatistics - Public Health</li><li>Survey Methodology</li><li>Mathematical Statistics</li><li>Measurement and Quantitative Methods</li><li>Biostatistics and Public Health</li><li>Biostatistics",Statistics and Probability,1,http://stat.fsu.edu/classes/syllabi/Spring2015/STA5066S15.pdf
13054,Elizabeth A Plant,Florida State University,fsu.edu,Social Welfare</li><li>Social Work,Social Work,1,http://diginole.lib.fsu.edu/etd/6097/
13188,Janet Kistner,Florida State University,fsu.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,https://psy.fsu.edu/faculty/kistner.dp.html
13245,John Reynolds,Florida State University,fsu.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://coss.fsu.edu/sociology/content/john-reynolds
13294,Kathi B Yancey,Florida State University,fsu.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,http://www.english.fsu.edu/faculty/kyancey.htm
